product_name,revenue,qty_sold,cust_location,cows_number,farm_size,price_unit,shelf_life,storage,channel
Buttermilk,2843.54,38,Madhya Pradesh,76,Medium,74.83,8,1,0
Ice Cream,5650.26,154,Kerala,48,Medium,36.69,24,1,0
Yogurt,332.5,19,Haryana,100,Small,17.5,22,1,0
Buttermilk,6959.82,73,Tamil Nadu,70,Large,95.34,9,1,0
Butter,50585.42,526,Delhi,81,Small,96.17,31,1,1
Curd,4766.82,53,Kerala,21,Small,89.94,7,1,0
Butter,587.34,26,Karnataka,57,Large,22.59,35,1,0
Milk,669.9,21,Kerala,98,Small,31.9,24,0,1
Ice Cream,13310.83,247,Kerala,58,Medium,53.89,24,1,0
Ghee,16750.0,200,Chandigarh,47,Large,83.75,65,0,0
Ghee,188.5,2,Gujarat,75,Medium,94.25,137,0,0
Lassi,446.53,7,Uttar Pradesh,16,Small,63.79,15,1,1
Yogurt,2639.65,31,Maharashtra,20,Small,85.15,22,1,0
Paneer,31328.96,443,Bihar,59,Medium,70.72,10,1,0
Curd,19958.0,587,Telangana,94,Large,34.0,6,1,0
Yogurt,16783.66,199,Gujarat,26,Medium,84.34,25,1,0
Cheese,2631.98,53,Uttar Pradesh,56,Medium,49.66,34,1,0
Lassi,34016.04,732,Bihar,40,Small,46.47,13,1,1
Yogurt,10324.7,134,Madhya Pradesh,28,Small,77.05,30,1,1
Milk,8760.69,639,Gujarat,10,Medium,13.71,25,0,0
Lassi,4775.86,62,Kerala,35,Small,77.03,18,1,0
Butter,22880.48,434,Gujarat,75,Medium,52.72,39,1,1
Butter,11045.75,113,Uttar Pradesh,33,Large,97.75,33,1,0
Yogurt,869.05,13,Maharashtra,62,Medium,66.85,28,1,0
Milk,7424.24,103,Bihar,46,Small,72.08,30,0,0
Butter,25130.1,397,Tamil Nadu,24,Small,63.3,35,1,0
Butter,14454.25,179,Tamil Nadu,57,Small,80.75,29,1,0
Curd,3567.2,196,Karnataka,31,Large,18.2,7,1,0
Milk,1024.2,20,Tamil Nadu,63,Large,51.21,1,0,0
Butter,4252.8,120,Bihar,97,Large,35.44,30,1,0
Curd,36076.38,678,Bihar,19,Medium,53.21,5,1,0
Butter,11652.38,257,Bihar,41,Medium,45.34,38,1,0
Buttermilk,1233.32,22,Telangana,94,Large,56.06,12,1,0
Lassi,9651.75,425,Maharashtra,49,Small,22.71,15,1,0
Lassi,9020.55,121,Jharkhand,81,Medium,74.55,18,1,0
Lassi,279.9,10,Jharkhand,13,Medium,27.99,13,1,0
Milk,1886.58,47,Kerala,61,Medium,40.14,25,0,0
Ghee,32419.8,498,Bihar,77,Small,65.1,62,0,0
Curd,24589.67,343,Uttar Pradesh,21,Small,71.69,5,1,0
Curd,40080.37,451,Haryana,95,Medium,88.87,7,1,0
Milk,24.02,1,Kerala,97,Large,24.02,29,0,0
Lassi,9712.64,448,West Bengal,27,Small,21.68,12,1,0
Paneer,6690.84,156,Delhi,96,Medium,42.89,14,1,0
Butter,31095.4,334,Maharashtra,17,Small,93.1,37,1,0
Milk,57726.9,882,Chandigarh,41,Small,65.45,1,0,0
Butter,8703.5,130,Uttar Pradesh,34,Medium,66.95,33,1,1
Milk,34180.39,359,Chandigarh,75,Small,95.21,2,0,0
Curd,2906.43,57,Madhya Pradesh,22,Large,50.99,7,1,0
Lassi,46844.0,490,Kerala,19,Large,95.6,15,1,0
Butter,28007.86,514,Delhi,55,Large,54.49,26,1,1
Buttermilk,26199.38,614,Kerala,27,Small,42.67,7,1,0
Butter,13754.64,257,Madhya Pradesh,85,Large,53.52,38,1,0
Curd,944.15,23,Tamil Nadu,67,Medium,41.05,7,1,1
Yogurt,18204.4,355,Bihar,25,Medium,51.28,24,1,0
Buttermilk,414.0,12,Madhya Pradesh,39,Medium,34.5,13,1,0
Lassi,2036.65,77,Haryana,86,Medium,26.45,18,1,1
Curd,4732.38,61,Delhi,58,Small,77.58,6,1,1
Ghee,49.98,2,Jharkhand,26,Small,24.99,137,0,1
Milk,4478.75,125,Chandigarh,96,Small,35.83,1,0,0
Paneer,11951.68,272,Tamil Nadu,28,Medium,43.94,14,1,0
Curd,610.2,12,Tamil Nadu,50,Small,50.85,6,1,0
Lassi,435.58,29,West Bengal,59,Medium,15.02,12,1,0
Lassi,15638.67,449,West Bengal,78,Medium,34.83,13,1,1
Yogurt,6176.0,64,Gujarat,23,Medium,96.5,21,1,0
Ghee,7273.73,463,Delhi,31,Large,15.71,63,0,0
Milk,2214.5,25,Karnataka,87,Small,88.58,1,0,0
Ice Cream,31577.84,476,Karnataka,51,Medium,66.34,21,1,0
Paneer,8787.72,201,Chandigarh,52,Small,43.72,7,1,0
Buttermilk,5806.08,72,Karnataka,52,Small,80.64,14,1,0
Paneer,6066.24,426,Delhi,50,Large,14.24,13,1,0
Lassi,8342.72,248,West Bengal,75,Medium,33.64,13,1,1
Ice Cream,6880.24,136,Jharkhand,88,Large,50.59,22,1,0
Buttermilk,3327.1,97,Rajasthan,43,Medium,34.3,13,1,0
Paneer,10287.0,127,Telangana,52,Small,81.0,13,1,1
Cheese,19952.13,309,Uttar Pradesh,89,Medium,64.57,76,1,1
Cheese,2705.38,73,Maharashtra,51,Medium,37.06,63,1,0
Lassi,29761.16,286,Haryana,15,Large,104.06,14,1,1
Ice Cream,71883.0,735,Chandigarh,69,Small,97.8,29,1,1
Milk,4157.36,157,Kerala,33,Large,26.48,2,0,0
Butter,1944.74,58,Gujarat,49,Large,33.53,39,1,0
Lassi,20667.0,249,Karnataka,28,Small,83.0,18,1,0
Curd,426.58,7,Haryana,31,Medium,60.94,6,1,0
Lassi,17506.84,257,Jharkhand,72,Large,68.12,14,1,1
Lassi,30130.32,339,Delhi,13,Small,88.88,18,1,0
Ice Cream,5247.0,450,Delhi,30,Medium,11.66,28,1,0
Butter,11548.08,129,Uttar Pradesh,54,Small,89.52,27,1,0
Buttermilk,574.98,37,Gujarat,70,Large,15.54,14,1,0
Milk,11554.65,135,Chandigarh,22,Small,85.59,1,0,1
Curd,39884.85,549,Bihar,100,Medium,72.65,7,1,0
Ghee,10601.8,305,Uttar Pradesh,56,Medium,34.76,108,0,0
Curd,27783.5,307,Chandigarh,11,Medium,90.5,7,1,1
Butter,251.68,4,Bihar,74,Small,62.92,30,1,1
Paneer,9252.24,228,Uttar Pradesh,72,Small,40.58,8,1,0
Milk,16524.98,641,Bihar,65,Small,25.78,2,0,1
Paneer,1772.7,190,Madhya Pradesh,37,Small,9.33,11,1,1
Lassi,12833.18,157,Bihar,22,Large,81.74,15,1,0
Paneer,1005.8,20,Jharkhand,43,Medium,50.29,8,1,0
Cheese,1455.6,40,Maharashtra,14,Medium,36.39,30,1,0
Paneer,51222.12,718,Maharashtra,63,Medium,71.34,12,1,1
Yogurt,14222.89,541,Rajasthan,74,Large,26.29,28,1,0
Ice Cream,3256.92,166,Delhi,83,Medium,19.62,30,1,0
Paneer,11083.8,420,Bihar,55,Medium,26.39,14,1,0
Ghee,4353.6,48,Haryana,94,Medium,90.7,137,0,1
Lassi,30873.96,324,Karnataka,98,Large,95.29,18,1,1
Milk,18547.52,298,Madhya Pradesh,29,Large,62.24,2,0,0
Cheese,54502.0,916,Delhi,89,Large,59.5,39,1,0
Cheese,17754.51,321,Haryana,83,Medium,55.31,31,1,0
Curd,873.12,24,Jharkhand,58,Medium,36.38,6,1,0
Ice Cream,31413.2,455,Delhi,29,Large,69.04,23,1,0
Yogurt,8480.0,160,Jharkhand,99,Small,53.0,30,1,0
Paneer,22432.2,245,Chandigarh,73,Small,91.56,11,1,0
Ice Cream,26047.28,386,Bihar,37,Small,67.48,21,1,0
Milk,11231.3,310,Gujarat,20,Large,36.23,2,0,0
Buttermilk,8376.0,100,Maharashtra,28,Medium,83.76,14,1,0
Paneer,28659.12,588,Chandigarh,32,Medium,48.74,14,1,0
Curd,3416.01,57,Delhi,34,Small,59.93,7,1,0
Ice Cream,6134.7,507,Chandigarh,60,Small,12.1,26,1,1
Paneer,1641.6,36,Delhi,82,Large,45.6,8,1,1
Paneer,6489.06,111,Chandigarh,10,Large,58.46,11,1,0
Buttermilk,1383.27,21,Jharkhand,13,Small,65.87,13,1,0
Paneer,39756.08,559,Bihar,52,Small,71.12,11,1,1
Butter,63099.36,696,Tamil Nadu,40,Medium,90.66,40,1,0
Yogurt,4318.68,58,Haryana,92,Large,74.46,26,1,0
Buttermilk,953.5,25,Bihar,64,Small,38.14,8,1,0
Yogurt,4489.2,90,Telangana,25,Large,49.88,27,1,0
Ice Cream,2030.34,39,Telangana,21,Large,52.06,22,1,0
Ghee,4813.6,80,Bihar,34,Large,60.17,80,0,1
Paneer,12578.93,299,Delhi,12,Medium,42.07,13,1,0
Paneer,15437.35,295,Telangana,16,Medium,52.33,13,1,1
Curd,41690.88,616,Gujarat,51,Medium,67.68,7,1,0
Curd,49359.84,552,Kerala,13,Small,89.42,7,1,0
Lassi,4176.63,93,Karnataka,29,Small,44.91,18,1,1
Buttermilk,7862.5,85,Uttar Pradesh,52,Large,92.5,7,1,0
Milk,2243.2,80,Jharkhand,14,Large,28.04,2,0,0
Milk,5269.64,188,Uttar Pradesh,97,Large,28.03,2,0,0
Paneer,651.87,9,Gujarat,67,Small,72.43,9,1,0
Butter,13565.88,158,Kerala,24,Large,85.86,37,1,1
Curd,6211.92,88,Gujarat,31,Small,70.59,6,1,1
Curd,7100.2,131,Delhi,22,Small,54.2,5,1,0
Buttermilk,6344.0,130,Chandigarh,98,Medium,48.8,13,1,1
Curd,46264.86,522,Delhi,45,Small,88.63,7,1,0
Butter,44075.2,676,Delhi,99,Small,65.2,31,1,1
Lassi,15960.45,561,Uttar Pradesh,44,Medium,28.45,16,1,0
Cheese,4344.2,70,Bihar,60,Medium,62.06,80,1,0
Butter,19719.87,359,Karnataka,77,Large,54.93,26,1,1
Buttermilk,5972.95,85,Delhi,72,Large,70.27,8,1,1
Paneer,1935.45,99,Chandigarh,70,Small,19.55,8,1,0
Yogurt,5566.38,226,Delhi,12,Large,24.63,24,1,0
Cheese,2300.76,77,Tamil Nadu,75,Large,29.88,51,1,1
Curd,49489.44,624,Madhya Pradesh,91,Medium,79.31,7,1,1
Buttermilk,5954.08,88,Chandigarh,43,Large,67.66,14,1,1
Milk,18238.35,199,Chandigarh,42,Large,91.65,22,0,1
Ghee,21001.89,637,Uttar Pradesh,89,Medium,32.97,120,0,0
Butter,30328.1,698,Haryana,29,Large,43.45,39,1,0
Yogurt,8372.21,131,Rajasthan,99,Large,63.91,25,1,1
Butter,10210.38,501,Gujarat,93,Large,20.38,40,1,0
Curd,19588.26,274,Tamil Nadu,73,Small,71.49,7,1,0
Paneer,3524.64,56,Delhi,59,Medium,62.94,10,1,0
Cheese,771.68,91,West Bengal,47,Small,8.48,89,1,0
Paneer,4822.5,50,Chandigarh,39,Medium,96.45,8,1,0
Butter,152.2,5,Gujarat,42,Large,30.44,37,1,1
Milk,5982.16,376,Chandigarh,96,Medium,15.91,1,0,0
Butter,6605.61,541,Chandigarh,60,Large,12.21,31,1,1
Buttermilk,10810.8,270,Chandigarh,81,Large,40.04,12,1,1
Milk,162.3,2,Uttar Pradesh,69,Small,81.15,1,0,1
Paneer,10133.56,167,West Bengal,16,Large,60.68,9,1,0
Curd,9796.95,205,Madhya Pradesh,39,Large,47.79,6,1,0
Ice Cream,26293.68,376,Tamil Nadu,38,Medium,69.93,22,1,1
Buttermilk,10467.3,111,Rajasthan,70,Small,94.3,8,1,0
Lassi,5292.56,91,Haryana,11,Small,58.16,15,1,0
Ice Cream,3370.08,236,Tamil Nadu,45,Large,14.28,26,1,0
Yogurt,51236.72,524,Bihar,24,Medium,97.78,29,1,1
Ghee,31173.75,489,Jharkhand,98,Small,63.75,73,0,0
Milk,22728.6,230,Tamil Nadu,92,Small,98.82,23,0,0
Paneer,16668.3,330,Bihar,53,Small,50.51,12,1,1
Cheese,13296.59,409,Madhya Pradesh,67,Small,32.51,47,1,1
Milk,23782.47,501,West Bengal,60,Medium,47.47,28,0,1
Buttermilk,1411.54,89,Delhi,43,Medium,15.86,9,1,0
Paneer,862.07,17,Uttar Pradesh,92,Small,50.71,10,1,0
Lassi,64641.36,706,West Bengal,87,Small,91.56,15,1,1
Cheese,3778.62,142,Jharkhand,60,Medium,26.61,60,1,0
Cheese,30205.44,437,Jharkhand,45,Small,69.12,37,1,0
Lassi,4785.38,103,Jharkhand,45,Medium,46.46,18,1,1
Curd,1338.7,55,Karnataka,28,Small,24.34,6,1,0
Butter,21666.67,233,Chandigarh,33,Medium,92.99,28,1,1
Ice Cream,2150.4,30,Rajasthan,42,Medium,71.68,25,1,0
Curd,2580.75,93,Maharashtra,89,Medium,27.75,7,1,1
Buttermilk,50590.1,565,Chandigarh,46,Small,89.54,12,1,0
Paneer,24419.2,587,Rajasthan,54,Large,41.6,10,1,0
Butter,1813.5,234,Tamil Nadu,44,Small,7.75,38,1,1
Buttermilk,768.64,32,Rajasthan,44,Small,24.02,14,1,0
Curd,214.92,12,Telangana,20,Small,17.91,7,1,0
Milk,30994.4,424,Uttar Pradesh,90,Large,73.1,2,0,0
Ice Cream,3826.14,86,Bihar,73,Medium,44.49,29,1,1
Curd,32754.6,558,Jharkhand,32,Large,58.7,7,1,0
Paneer,12602.2,370,Tamil Nadu,27,Small,34.06,10,1,0
Lassi,37368.1,385,Delhi,67,Large,97.06,16,1,1
Cheese,14560.28,149,West Bengal,63,Large,97.72,56,1,0
Yogurt,33332.98,466,Haryana,17,Large,71.53,23,1,1
Milk,9526.98,274,Gujarat,58,Small,34.77,26,0,0
Buttermilk,608.19,11,Madhya Pradesh,84,Medium,55.29,9,1,1
Buttermilk,29841.24,407,Bihar,60,Medium,73.32,7,1,0
Curd,15450.4,445,Jharkhand,67,Medium,34.72,6,1,0
Milk,7541.37,527,Delhi,12,Medium,14.31,2,0,1
Ghee,7904.82,174,Chandigarh,28,Small,45.43,70,0,1
Yogurt,147.28,4,Tamil Nadu,62,Small,36.82,24,1,0
Butter,148.7,2,Madhya Pradesh,51,Medium,74.35,40,1,0
Curd,1589.35,35,Jharkhand,89,Medium,45.41,7,1,0
Paneer,7614.15,115,Maharashtra,98,Medium,66.21,7,1,1
Yogurt,302.48,8,West Bengal,89,Medium,37.81,29,1,0
Butter,8240.0,160,Chandigarh,86,Medium,51.5,26,1,0
Butter,563.78,7,Jharkhand,71,Small,80.54,35,1,1
Lassi,6137.28,96,Maharashtra,20,Small,63.93,14,1,1
Ghee,22332.57,519,Rajasthan,67,Large,43.03,67,0,0
Cheese,35689.92,376,Tamil Nadu,50,Medium,94.92,60,1,0
Ghee,34069.2,356,Chandigarh,47,Small,95.7,67,0,0
Buttermilk,4194.9,79,Chandigarh,76,Large,53.1,8,1,1
Curd,3137.66,359,Uttar Pradesh,94,Medium,8.74,6,1,0
Ghee,20811.84,672,Kerala,14,Medium,30.97,122,0,0
Ghee,1104.96,12,Kerala,78,Medium,92.08,90,0,0
Butter,56126.06,718,Uttar Pradesh,60,Large,78.17,37,1,1
Ice Cream,416.36,14,Delhi,96,Large,29.74,26,1,0
Milk,44844.8,539,Madhya Pradesh,64,Large,83.2,26,0,1
Curd,20267.5,242,Chandigarh,73,Small,83.75,7,1,0
Ice Cream,11924.5,175,Karnataka,10,Small,68.14,28,1,0
Lassi,13476.54,154,Gujarat,74,Small,87.51,12,1,0
Milk,1217.04,24,Chandigarh,52,Small,50.71,1,0,0
Butter,547.14,11,Delhi,69,Medium,49.74,29,1,1
Ice Cream,4302.36,306,Chandigarh,86,Large,14.06,23,1,0
Ice Cream,31251.2,640,Maharashtra,43,Large,48.83,21,1,0
Paneer,15687.0,270,Madhya Pradesh,97,Medium,58.1,9,1,1
Butter,10044.0,279,West Bengal,82,Small,36.0,30,1,0
Ghee,33850.71,529,Karnataka,83,Small,63.99,112,0,1
Curd,1171.02,58,Karnataka,66,Large,20.19,7,1,1
Paneer,36019.0,398,Kerala,16,Small,90.5,8,1,0
Paneer,10465.6,620,West Bengal,62,Large,16.88,9,1,1
Milk,2464.02,81,Delhi,89,Small,30.42,1,0,0
Yogurt,41132.98,458,Karnataka,42,Medium,89.81,22,1,1
Lassi,15652.4,718,Chandigarh,51,Large,21.8,13,1,0
Yogurt,74359.5,890,Bihar,97,Large,83.55,30,1,0
Cheese,10356.02,191,Uttar Pradesh,51,Medium,54.22,79,1,0
Paneer,64380.0,740,Jharkhand,29,Large,87.0,7,1,0
Butter,9238.53,123,Maharashtra,44,Small,75.11,26,1,0
Butter,9982.8,531,Kerala,83,Large,18.8,27,1,0
Buttermilk,4234.7,265,Delhi,18,Medium,15.98,8,1,0
Buttermilk,16200.25,215,Uttar Pradesh,57,Small,75.35,8,1,0
Paneer,12981.2,340,Haryana,58,Medium,38.18,14,1,0
Butter,60659.28,648,Telangana,14,Small,93.61,40,1,0
Yogurt,21264.32,224,Bihar,89,Medium,94.93,29,1,0
Cheese,41250.0,550,Haryana,76,Medium,75.0,42,1,0
Ice Cream,4619.64,137,Telangana,29,Large,33.72,25,1,1
Ice Cream,6135.42,293,Kerala,96,Large,20.94,23,1,1
Butter,10647.0,234,Kerala,69,Small,45.5,33,1,0
Paneer,7123.75,205,Bihar,69,Small,34.75,8,1,0
Buttermilk,7302.3,202,Madhya Pradesh,54,Small,36.15,12,1,1
Buttermilk,10082.16,152,Chandigarh,13,Medium,66.33,9,1,1
Cheese,28294.0,470,Chandigarh,97,Medium,60.2,71,1,1
Yogurt,10177.63,181,Maharashtra,91,Small,56.23,29,1,0
Paneer,256.96,4,Chandigarh,56,Medium,64.24,8,1,0
Butter,31398.0,600,Karnataka,50,Small,52.33,40,1,1
Lassi,19256.97,653,Rajasthan,17,Small,29.49,16,1,0
Curd,257.4,18,Delhi,98,Large,14.3,5,1,1
Paneer,7841.01,201,Jharkhand,51,Medium,39.01,12,1,1
Buttermilk,18265.04,229,Telangana,36,Large,79.76,9,1,0
Cheese,8947.84,451,Haryana,50,Small,19.84,77,1,0
Milk,41972.52,449,Kerala,71,Medium,93.48,1,0,0
Curd,38187.24,676,Telangana,30,Small,56.49,7,1,0
Yogurt,32321.25,507,Madhya Pradesh,65,Large,63.75,23,1,1
Curd,19412.0,211,Haryana,34,Medium,92.0,5,1,0
Buttermilk,9081.05,605,Karnataka,100,Large,15.01,8,1,1
Paneer,840.4,20,Rajasthan,46,Medium,42.02,14,1,0
Cheese,3365.18,43,Uttar Pradesh,14,Medium,78.26,37,1,1
Paneer,2000.79,43,Haryana,65,Large,46.53,14,1,1
Lassi,2284.7,31,Rajasthan,82,Medium,73.7,16,1,1
Ghee,19784.25,225,Maharashtra,95,Small,87.93,70,0,1
Ghee,11034.36,306,Karnataka,75,Large,36.06,88,0,1
Lassi,17777.76,312,West Bengal,92,Medium,56.98,15,1,1
Milk,41845.53,419,West Bengal,69,Small,99.87,27,0,0
Buttermilk,965.7,29,Tamil Nadu,48,Medium,33.3,13,1,0
Buttermilk,11324.95,133,Telangana,99,Large,85.15,9,1,0
Ice Cream,197.7,5,Delhi,38,Medium,39.54,26,1,0
Curd,264.5,23,Jharkhand,28,Large,11.5,5,1,0
Yogurt,4740.34,58,Chandigarh,97,Medium,81.73,28,1,0
Yogurt,19412.34,753,Bihar,27,Large,25.78,23,1,0
Butter,13957.62,353,Delhi,87,Small,39.54,27,1,1
Butter,8094.16,332,Uttar Pradesh,80,Small,24.38,30,1,0
Curd,6368.18,91,Tamil Nadu,38,Large,69.98,7,1,0
Ice Cream,6481.3,329,Rajasthan,94,Large,19.7,23,1,1
Buttermilk,33030.08,443,West Bengal,81,Medium,74.56,12,1,0
Milk,26823.28,652,Bihar,55,Large,41.14,2,0,1
Lassi,20589.14,253,Delhi,33,Large,81.38,17,1,0
Cheese,48640.57,629,Delhi,74,Small,77.33,40,1,1
Curd,15720.13,251,Gujarat,87,Medium,62.63,6,1,0
Ice Cream,14321.88,267,Tamil Nadu,23,Small,53.64,24,1,0
Yogurt,8121.47,181,Bihar,21,Medium,44.87,27,1,0
Lassi,18296.08,374,Tamil Nadu,17,Small,48.92,13,1,0
Milk,43556.4,444,Bihar,66,Medium,98.1,27,0,1
Cheese,36031.04,872,West Bengal,52,Small,41.32,45,1,0
Ghee,2981.44,224,Jharkhand,77,Medium,13.31,82,0,0
Ice Cream,24942.48,309,Telangana,21,Medium,80.72,22,1,0
Yogurt,2988.15,55,Tamil Nadu,93,Small,54.33,26,1,1
Paneer,4942.35,105,West Bengal,31,Small,47.07,13,1,0
Butter,1736.24,44,Karnataka,72,Large,39.46,36,1,1
Paneer,2911.25,137,Delhi,22,Large,21.25,12,1,0
Cheese,8778.24,508,Tamil Nadu,72,Large,17.28,59,1,0
Curd,1470.01,29,Madhya Pradesh,29,Small,50.69,6,1,0
Cheese,13109.34,246,Maharashtra,70,Small,53.29,42,1,1
Yogurt,3032.22,97,West Bengal,65,Large,31.26,26,1,0
Yogurt,34177.53,591,Kerala,31,Large,57.83,25,1,0
Yogurt,1129.72,122,Kerala,85,Medium,9.26,27,1,0
Curd,6792.0,96,Jharkhand,48,Large,70.75,5,1,0
Ice Cream,1692.29,31,Karnataka,10,Small,54.59,28,1,0
Lassi,1545.75,27,Madhya Pradesh,98,Small,57.25,17,1,0
Milk,359.34,53,Uttar Pradesh,78,Large,6.78,28,0,0
Butter,14119.88,236,Chandigarh,55,Small,59.83,40,1,0
Cheese,21153.88,262,Tamil Nadu,57,Medium,80.74,80,1,0
Yogurt,364.0,25,West Bengal,85,Large,14.56,24,1,0
Ice Cream,4515.3,87,Delhi,42,Medium,51.9,23,1,0
Ghee,1812.78,81,Jharkhand,62,Medium,22.38,67,0,0
Lassi,12391.68,192,Bihar,45,Small,64.54,18,1,0
Butter,25238.88,272,Chandigarh,53,Large,92.79,27,1,0
Butter,39006.0,591,Gujarat,52,Large,66.0,27,1,0
Milk,23962.68,518,Kerala,25,Small,46.26,1,0,0
Lassi,5529.55,181,Maharashtra,46,Medium,30.55,14,1,1
Buttermilk,28192.08,291,Delhi,100,Medium,96.88,12,1,1
Ice Cream,2482.7,61,Haryana,96,Medium,40.7,23,1,0
Ice Cream,13670.89,493,Uttar Pradesh,55,Large,27.73,28,1,0
Paneer,491.62,47,Delhi,88,Small,10.46,8,1,1
Milk,19412.0,575,Gujarat,27,Medium,33.76,2,0,1
Milk,21848.78,409,Madhya Pradesh,27,Large,53.42,21,0,0
Butter,19906.8,318,Chandigarh,53,Large,62.6,25,1,1
Ice Cream,28006.4,547,Maharashtra,74,Small,51.2,21,1,0
Yogurt,3294.9,45,Tamil Nadu,63,Small,73.22,30,1,0
Buttermilk,55.68,3,Chandigarh,76,Medium,18.56,12,1,1
Curd,45160.14,501,Haryana,61,Small,90.14,5,1,0
Butter,14936.54,197,Jharkhand,12,Small,75.82,31,1,0
Paneer,55409.95,535,Chandigarh,55,Large,103.57,11,1,0
Curd,2123.8,185,Maharashtra,42,Large,11.48,5,1,1
Paneer,577.36,14,Haryana,48,Large,41.24,7,1,0
Butter,8136.18,513,Rajasthan,13,Small,15.86,26,1,0
Curd,4478.48,356,Jharkhand,89,Large,12.58,6,1,1
Yogurt,8830.35,279,Delhi,44,Medium,31.65,23,1,0
Buttermilk,7258.95,135,West Bengal,67,Small,53.77,10,1,0
Ice Cream,1207.4,20,Bihar,39,Large,60.37,25,1,0
Ghee,13247.52,264,Telangana,62,Medium,50.18,149,0,0
Curd,19097.4,210,Maharashtra,19,Large,90.94,5,1,0
Yogurt,36700.84,478,Rajasthan,18,Large,76.78,25,1,0
Paneer,1519.2,40,Chandigarh,74,Medium,37.98,13,1,0
Ghee,18778.24,416,Bihar,53,Large,45.14,148,0,0
Milk,9032.41,137,Karnataka,89,Large,65.93,25,0,0
Curd,908.16,66,Chandigarh,69,Medium,13.76,6,1,0
Milk,651.82,26,Chandigarh,31,Medium,25.07,1,0,1
Lassi,30642.3,390,Maharashtra,99,Large,78.57,16,1,1
Paneer,295.76,4,Gujarat,42,Small,73.94,9,1,0
Lassi,8258.3,269,Uttar Pradesh,34,Large,30.7,14,1,1
Ghee,12395.24,572,Telangana,46,Small,21.67,93,0,1
Cheese,39179.5,635,Tamil Nadu,42,Large,61.7,46,1,0
Lassi,38224.42,559,Chandigarh,50,Large,68.38,14,1,0
Butter,14346.06,181,West Bengal,33,Large,79.26,26,1,0
Lassi,16752.72,696,Tamil Nadu,59,Large,24.07,12,1,1
Butter,53285.1,670,Chandigarh,24,Small,79.53,37,1,1
Curd,38217.03,571,Telangana,70,Medium,66.93,6,1,0
Cheese,1341.9,63,Uttar Pradesh,92,Large,21.3,71,1,0
Yogurt,1070.24,16,Kerala,94,Large,66.89,30,1,0
Paneer,2798.18,46,Chandigarh,67,Large,60.83,14,1,0
Butter,8974.23,389,West Bengal,26,Small,23.07,37,1,0
Yogurt,831.91,23,Karnataka,11,Small,36.17,24,1,0
Yogurt,12148.5,182,Uttar Pradesh,20,Medium,66.75,24,1,1
Ghee,2437.24,26,Delhi,59,Small,93.74,113,0,0
Paneer,21608.6,260,Chandigarh,42,Large,83.11,7,1,1
Lassi,23946.18,317,Gujarat,13,Medium,75.54,13,1,0
Ghee,6772.95,87,Uttar Pradesh,40,Large,77.85,107,0,0
Buttermilk,763.91,49,Chandigarh,95,Small,15.59,14,1,1
Butter,6609.1,86,Delhi,34,Large,76.85,38,1,1
Ice Cream,60.26,2,Kerala,66,Small,30.13,26,1,0
Ghee,7081.02,94,Bihar,75,Small,75.33,68,0,0
Ghee,1710.06,33,Kerala,40,Medium,51.82,97,0,0
Ghee,645.28,37,Bihar,20,Small,17.44,94,0,0
Butter,25110.12,537,Delhi,47,Medium,46.76,37,1,1
Milk,8743.68,198,Karnataka,39,Large,44.16,1,0,1
Butter,12142.76,238,Delhi,42,Large,51.02,34,1,1
Ice Cream,7683.97,217,Gujarat,27,Large,35.41,22,1,0
Butter,6471.01,91,Delhi,54,Large,71.11,34,1,0
Ghee,10529.12,392,Telangana,34,Small,26.86,64,0,1
Buttermilk,2475.9,105,Chandigarh,82,Medium,23.58,8,1,0
Buttermilk,7457.31,89,Kerala,90,Medium,83.79,12,1,1
Cheese,20483.96,343,Madhya Pradesh,41,Large,59.72,28,1,1
Milk,43897.62,501,Uttar Pradesh,67,Medium,87.62,22,0,1
Milk,10227.88,221,Madhya Pradesh,86,Medium,46.28,1,0,0
Buttermilk,1191.3,22,Chandigarh,72,Large,54.15,10,1,0
Paneer,630.66,23,Kerala,62,Small,27.42,12,1,0
Buttermilk,10891.4,260,Jharkhand,68,Small,41.89,10,1,1
Milk,4030.62,186,Maharashtra,86,Small,21.67,2,0,0
Yogurt,8622.36,387,Delhi,19,Medium,22.28,26,1,1
Ghee,27268.5,350,Tamil Nadu,84,Large,77.91,90,0,1
Butter,252.9,15,Gujarat,97,Small,16.86,25,1,0
Paneer,290.52,9,West Bengal,86,Large,32.28,9,1,0
Cheese,16320.96,216,Jharkhand,75,Large,75.56,47,1,0
Cheese,5420.25,165,Chandigarh,31,Small,32.85,66,1,0
Paneer,10146.99,211,Chandigarh,28,Medium,48.09,9,1,1
Lassi,3787.56,81,Uttar Pradesh,92,Small,46.76,16,1,1
Butter,3882.2,188,Delhi,43,Medium,20.65,35,1,0
Ghee,730.07,11,Telangana,13,Medium,66.37,103,0,0
Curd,5486.08,128,West Bengal,21,Small,42.86,6,1,0
Paneer,2893.4,170,Jharkhand,38,Small,17.02,9,1,0
Curd,7694.47,383,Uttar Pradesh,60,Small,20.09,5,1,1
Yogurt,1795.56,156,Uttar Pradesh,57,Small,11.51,27,1,0
Ghee,6470.88,208,Delhi,42,Large,31.11,82,0,0
Paneer,543.66,13,Delhi,25,Large,41.82,11,1,0
Butter,23576.5,305,Jharkhand,80,Small,77.3,33,1,0
Lassi,181.98,9,Tamil Nadu,73,Large,20.22,17,1,0
